day_of_year,seasonal,price
1,82.59449564172941,86.96566231382795
2,82.29669462069528,80.0078205030726
3,81.99374555181406,89.10448245347916
4,81.68598125225188,97.89550282431489
5,81.37373624140398,86.55361549414641
6,81.05734603891136,125.79574011892936
7,80.73714646685718,135.26807534715147
8,80.4134729578856,137.57196716032115
9,80.08665987096285,91.80685856146027
10,79.75703981647543,75.34372619792745
11,79.42494299232773,92.08842100816896
12,79.09069653266741,88.35149947015785
13,78.75462387082737,66.71118553769797
14,78.41704411802918,0.0
15,78.07827145934615,0.0
16,77.73861456837223,0.0
17,77.39837604198871,0.0
18,77.05785185656175,8.794486846863279
19,76.71733084684178,53.714242771439906
20,76.37709420877127,77.18639761321693
21,76.03741502733858,86.68066798068585
22,75.69855783054528,98.57591219544845
23,75.3607781704799,105.43776300951959
24,75.02432223241593,99.34399177070442
25,74.68942647277248,88.59620507495976
26,74.35631728669685,54.56487862147202
27,74.02521070594472,65.02856028825727
28,73.69631212765104,49.74242757705431
29,73.36981607449886,38.56825804031485
30,73.04590598670718,43.20990847945155
31,72.72475404617188,72.20091575216051
32,72.40652103300565,62.01018540710636
33,72.09135621463457,25.75074620419015
34,71.77939726752065,0.0
35,71.47077023149116,22.885150905610637
36,71.16558949656668,50.983613830435246
37,70.86395782209364,69.70824435249844
38,70.5659663878981,45.38350672094053
39,70.27169487709371,79.06519147800817
40,69.98121159009034,60.24258379426283
41,69.6945735892674,60.115293349055065
42,69.4118268736942,33.32620951926546
43,69.13300658319949,59.16630475155834
44,68.85813723101492,42.09942569313381
45,68.58723296414193,21.434983160734696
46,68.3202978505182,31.095937920478555
47,68.05732619198982,42.748759699394114
48,67.79830286202822,22.07203315734624
49,67.54320366706604,42.72625109927378
50,67.29199573026538,61.92715072768468
51,67.04463789647461,93.19034632344054
52,66.80108115707442,62.574969305210914
53,66.56126909336488,95.72275640079333
54,66.32513833709739,76.51934194148271
55,66.09261904671312,52.778963704436606
56,65.8636353978112,28.30297981355688
57,65.63810608633379,50.1409862510699
58,65.41594484292716,78.55885348188067
59,65.19706095690945,135.4353332943204
60,64.98135980825568,145.41303775827322
61,64.76874340599244,160.0466866574983
62,64.5591109313825,108.11559824789364
63,64.35235928427043,86.67317682131397
64,64.14838363095707,54.94402699154374
65,63.94707795197159,23.500306239673023
66,63.748335588113825,54.329911073697005
67,63.552049783151155,78.60101717761486
68,63.35811422156618,62.03518360359891
69,63.16642355977198,57.55215864234013
70,62.97687394923276,55.230959704525645
71,62.789363549956576,47.65552090098025
72,62.60379303285686,67.38594519214224
73,62.42006606951562,25.83552163665835
74,62.238089807920815,59.40592285598879
75,62.05777533279319,45.78856643652726
76,61.879038109165656,57.455197935843266
77,61.70179840792916,52.58069546851382
78,61.52598171211263,16.178166771960065
79,61.351519102723216,0.11484645477345623
80,61.1783476230334,30.821995866508736
81,61.00641062026561,25.587489555857132
82,60.83565806369184,50.20615171378104
83,60.666046838235076,55.927894600387056
84,60.497541012731425,54.823888966423
85,60.33011208208582,56.88183525533356
86,60.163739182630735,25.218924405428147
87,59.99840928007509,19.186380249899138
88,59.83411732951057,60.36494613536329
89,59.67086640702361,46.019289094411256
90,59.50866781254374,80.66443913027835
91,59.347541143642225,114.5948258891296
92,59.18751434007916,35.379952675263524
93,59.028623698981654,29.32535905827502
94,58.870913860620725,65.00238756094599
95,58.71443776483902,44.83273103213889
96,58.55925657826717,30.62615968246692
97,58.40543959254961,74.52348718203855
98,58.25306409388519,42.73968188892935
99,58.10221520427077,21.49887234922459
100,57.95298569491681,21.544916738524762
101,57.805475772384966,21.835999841461515
102,57.65979283807651,0.0
103,57.51605122177682,34.298646406560856
104,57.37437189003659,26.32162143658461
105,57.23488213024329,16.81701453471372
106,57.09771521130636,16.167759106559124
107,56.96301002194805,25.802419598047457
108,56.83091068765637,57.027540088052696
109,56.7015661674191,34.564703743301656
110,56.57512983141656,62.241920938557
111,56.451759020906486,27.72507692708662
112,56.33161459158715,58.193860713123286
113,56.21486044177275,99.23360655122663
114,56.101663026760846,43.32534013856111
115,55.99219086081216,5.137416124267681
116,55.886614008200546,49.80980705521166
117,55.785103564824134,73.2836285249653
118,55.687831131897326,52.55102847313167
119,55.594968283268265,50.118084551184886
120,55.506686027926825,42.89837314646905
121,55.42315426928435,8.464107309940985
122,55.34454126281773,4.522719114756498
123,55.27101307367795,5.803446339976318
124,55.20273303586613,38.38967424628824
125,55.13986121457789,80.12697172977553
126,55.08255387331117,73.0413432370909
127,55.03096294732213,89.1767633130445
128,54.985235524998046,90.13226205585165
129,54.94551333869751,75.93989328589944
130,54.91193226658404,115.31670618969824
131,54.88462184695115,120.5011054878696
132,54.86370480650497,108.77667557891378
133,54.84929660403391,94.2681111020151
134,54.84150499085456,115.94566562792107
135,54.840429589378985,84.95335328300077
136,54.84616149109998,46.04394401043032
137,54.85878287523964,55.882719338605064
138,54.87836664925113,35.224923709447324
139,54.90497611230479,48.63862201642001
140,54.93866464282805,43.72843662571568
141,54.97947541110366,56.423666040725486
142,55.02744111786272,90.63067692002573
143,55.08258375973902,94.32346949580361
144,55.14491442237768,37.30897648906583
145,55.214433101915965,84.3003389011304
146,55.291128555476874,76.39863838227647
147,55.374978181236685,81.55715760302671
148,55.46594792854653,61.62727246107082
149,55.56399223850574,43.692592180136415
150,55.66905401530115,27.016420602714163
151,55.781064628541415,42.96510498191793
152,55.899943946730424,82.81913694350541
153,56.02560040193744,82.9372104072726
154,56.1579310856352,116.74045317409848
155,56.29682187559155,112.12783219517748
156,56.44214759361232,111.66242586231206
157,56.59377219384906,111.65083781922826
158,56.75154898129852,114.23465813551618
159,56.91532086003719,120.60596261757615
160,57.08492061065027,110.4819375647904
161,57.26017119623289,118.16645123037738
162,57.44088609626046,86.20702950603939
163,57.62686966754667,62.796884024690684
164,57.81791753143044,104.25053280342871
165,58.013816986258846,125.30454984702921
166,58.214347444160666,81.54499568713916
167,58.419280891035704,28.041965643640125
168,58.628382368617984,33.573475691481136
169,58.841410477406974,36.86956603293777
170,59.05811789920079,60.51566591780399
171,59.27825193790692,42.47636239370149
172,59.501555077253116,37.300368427027635
173,59.72776555396977,80.23992153575942
174,59.956617944969054,147.80234483031563
175,60.18784376700346,106.7686909671097
