day_of_year,seasonal,price
1,82.59449564172941,71.42460700095094
2,82.29669462069528,40.667470689714676
3,81.99374555181406,28.219822806391512
4,81.68598125225188,33.36956416622781
5,81.37373624140398,13.777868252407515
6,81.05734603891136,32.91431509313168
7,80.73714646685718,11.433054222618736
8,80.4134729578856,6.47553595364225
9,80.08665987096285,64.20240928475603
10,79.75703981647543,41.87173579673289
11,79.42494299232773,54.40127168634646
12,79.09069653266741,49.438220516191976
13,78.75462387082737,71.1676717499749
14,78.41704411802918,31.593791056110106
15,78.07827145934615,8.365909571672375
16,77.73861456837223,5.842949885600234
17,77.39837604198871,0.0
18,77.05785185656175,11.132915856748681
19,76.71733084684178,43.768496699882
20,76.37709420877127,19.732397353582854
21,76.03741502733858,32.81098314086869
22,75.69855783054528,48.87464683587916
23,75.3607781704799,44.588961457379284
24,75.02432223241593,25.247625155521362
25,74.68942647277248,29.01956388694215
26,74.35631728669685,35.11763225636036
27,74.02521070594472,59.570902412726966
28,73.69631212765104,58.64463160134934
29,73.36981607449886,105.84975528649576
30,73.04590598670718,96.4035987907686
31,72.72475404617188,135.7764693217669
32,72.40652103300565,119.85979667615288
33,72.09135621463457,111.90500103319164
34,71.77939726752065,141.56577513257946
35,71.47077023149116,153.8382462825042
36,71.16558949656668,163.50304258263515
37,70.86395782209364,134.97115353328581
38,70.5659663878981,88.52991499729748
39,70.27169487709371,72.16482924845762
40,69.98121159009034,66.98396786659364
41,69.6945735892674,69.99454663309788
42,69.4118268736942,83.41319668891518
43,69.13300658319949,98.28999995652651
44,68.85813723101492,109.10207344936788
45,68.58723296414193,70.37338573348984
46,68.3202978505182,96.4527587296684
47,68.05732619198982,81.35523498152165
48,67.79830286202822,82.76826611543098
49,67.54320366706604,84.17624750549011
50,67.29199573026538,110.25133132988549
51,67.04463789647461,146.1577123307407
52,66.80108115707442,145.0354452231026
53,66.56126909336488,115.21673343499367
54,66.32513833709739,121.99692624382847
55,66.09261904671312,130.66381879193398
56,65.8636353978112,85.2594643229114
57,65.63810608633379,86.47817330946516
58,65.41594484292716,96.62630403176578
59,65.19706095690945,91.15165997803118
60,64.98135980825568,98.23567878374612
61,64.76874340599244,96.40492888958926
62,64.5591109313825,86.90787444604494
63,64.35235928427043,75.1195407206396
64,64.14838363095707,116.99018878367013
65,63.94707795197159,97.75068838697173
66,63.748335588113825,92.71343151709912
67,63.552049783151155,63.4586519811606
68,63.35811422156618,99.76845808008738
69,63.16642355977198,135.33429058839343
70,62.97687394923276,121.11457617826032
71,62.789363549956576,57.78910346670391
72,62.60379303285686,41.021918097988404
73,62.42006606951562,23.015717519600507
74,62.238089807920815,20.056158089576186
75,62.05777533279319,0.0
76,61.879038109165656,0.0
77,61.70179840792916,0.0
78,61.52598171211263,0.0
79,61.351519102723216,0.8644641153672197
80,61.1783476230334,33.61754347588494
81,61.00641062026561,56.74150641686029
82,60.83565806369184,65.96342312384675
83,60.666046838235076,101.96188641671205
84,60.497541012731425,86.88800865284219
85,60.33011208208582,103.99236986372546
86,60.163739182630735,101.32407005453885
87,59.99840928007509,92.96829494618703
88,59.83411732951057,83.3919718631995
89,59.67086640702361,69.44741428414393
90,59.50866781254374,26.570902935600678
91,59.347541143642225,60.57810010352857
92,59.18751434007916,12.810831325447275
93,59.028623698981654,28.995690307293394
94,58.870913860620725,6.334303196789904
95,58.71443776483902,18.56770500569582
96,58.55925657826717,22.02883855356402
97,58.40543959254961,40.253592656292
98,58.25306409388519,47.21820075065756
99,58.10221520427077,58.982220635367796
100,57.95298569491681,16.608530658157
101,57.805475772384966,64.46587335789764
102,57.65979283807651,82.34655737967722
103,57.51605122177682,69.2016033973236
104,57.37437189003659,97.18087581072675
105,57.23488213024329,66.14939113365628
106,57.09771521130636,18.21110360590186
107,56.96301002194805,49.98120097453253
108,56.83091068765637,40.1431978329689
109,56.7015661674191,51.68797566410655
110,56.57512983141656,46.620414773476526
111,56.451759020906486,4.855235797963211
112,56.33161459158715,0.0
113,56.21486044177275,14.336138346548594
114,56.101663026760846,18.180130075598427
115,55.99219086081216,0.0
116,55.886614008200546,0.0
117,55.785103564824134,0.0
118,55.687831131897326,0.0
119,55.594968283268265,12.346130512936
120,55.506686027926825,0.0
121,55.42315426928435,0.0
122,55.34454126281773,0.0
123,55.27101307367795,0.0
124,55.20273303586613,0.0
125,55.13986121457789,0.0
126,55.08255387331117,0.0
127,55.03096294732213,0.0
128,54.985235524998046,0.0
129,54.94551333869751,0.0
130,54.91193226658404,0.0
131,54.88462184695115,4.8383099937913485
132,54.86370480650497,30.484560265483694
133,54.84929660403391,46.107033185164426
134,54.84150499085456,36.55126964438696
135,54.840429589378985,38.24072826017486
136,54.84616149109998,19.570484196335933
137,54.85878287523964,0.0
138,54.87836664925113,42.223361691476946
139,54.90497611230479,25.34449834809452
140,54.93866464282805,0.0
141,54.97947541110366,1.1884605001979978
142,55.02744111786272,5.057510192285015
143,55.08258375973902,0.0
144,55.14491442237768,8.492242233855507
145,55.214433101915965,14.351091423530875
146,55.291128555476874,6.9290244519982735
147,55.374978181236685,25.601870711842103
148,55.46594792854653,64.71175899864488
149,55.56399223850574,100.96876820095011
150,55.66905401530115,131.04661241590725
151,55.781064628541415,98.11283575094306
152,55.899943946730424,38.676442696667245
153,56.02560040193744,36.15469869458673
154,56.1579310856352,27.393493546220604
155,56.29682187559155,47.33223291228435
156,56.44214759361232,66.25441281861035
157,56.59377219384906,104.70538146383024
158,56.75154898129852,97.13617376738827
159,56.91532086003719,90.28487502079284
160,57.08492061065027,47.003969556999095
161,57.26017119623289,75.68887803809034
162,57.44088609626046,42.700292746424495
163,57.62686966754667,5.661370072858247
164,57.81791753143044,1.247230243337313
165,58.013816986258846,39.314095402088924
166,58.214347444160666,41.67531739663167
167,58.419280891035704,40.163359321057534
168,58.628382368617984,13.991400324253028
169,58.841410477406974,0.0
170,59.05811789920079,0.0
171,59.27825193790692,0.0
172,59.501555077253116,38.64559834905262
173,59.72776555396977,16.966822008293065
174,59.956617944969054,21.31248253045962
175,60.18784376700346,19.76352403194256
176,60.42117208724697,0.0
177,60.6563301432085,0.0
178,60.89304397035603,1.816657629741293
179,61.131039035804356,21.148351958044223
180,61.37004087639739,11.024256734793163
181,61.60977573949896,10.86514634257059
182,61.84997122479294,45.83371656165777
183,62.090356925386324,105.15383867104025
184,62.330665066503755,136.89759742268535
185,62.57063114006447,118.75155145447145
186,62.80999453343752,116.15930311697525
187,63.04849915068099,127.24693370370747
188,63.28589402458673,119.49353698026549
189,63.521933917870086,135.92970598753413
190,63.756379911868954,124.52216102280201
191,63.98899998114408,135.8305107646478
192,64.2195695524052,146.11533042068987
193,64.44787204622473,128.91781421248032
194,64.67369940004129,113.3627227655568
195,64.89685257100072,122.80750824713
196,65.11714201723171,134.298317444569
197,65.33438815620502,162.2183171757183
198,65.54842179888341,141.13007513198977
199,65.75908455842833,97.0290876263643
200,65.96622923229376,119.00928980728014
201,66.16972015660437,91.69631887531618
202,66.36943353178506,96.43462090915517
203,66.56525771848165,100.9786957220519
204,66.7570935028886,123.98407821597553
205,66.94485433067697,139.12714093117296
206,67.12846650879705,149.49062225337434
207,67.30786937451157,152.48605766385927
208,67.48301543110104,141.222979156115
209,67.6538704497674,170.50155815735158
210,67.82041353735084,155.8995499736597
211,67.98263716956252,156.1242145110989
212,68.14054718952573,162.75030665609842
213,68.29416277150892,172.86348422426445
214,68.44351634982395,143.54907420026746
215,68.58865351295493,129.58526200373495
216,68.7296328630736,149.69455459552015
217,68.86652584118843,120.47357225531218
218,68.99941651826494,144.95306025438242
219,69.12840135274446,169.17358520494173
220,69.2535889149776,138.2760187348589
221,69.37509957917591,105.10282379879294
222,69.49306518357194,122.32583517884723
223,69.6076286595623,121.3505029686276
224,69.71894363069062,106.17186926164524
225,69.82717398240904,101.60628781381914
226,69.93249340363366,72.34553143968395
227,70.03508490118708,68.41237644235633
228,70.13514028829238,87.78882523119033
229,70.23285964835472,94.29657348379527
230,70.32845077533268,95.91554325401408
231,70.42212859206636,64.92513518021345
232,70.51411454798851,38.327050811112414
233,70.60463599770308,64.05518528189742
234,70.69392556196733,36.396620006794556
235,70.78222047266372,24.621119907501324
236,70.86976190339256,22.372978149865148
237,70.95679428735693,0.0
238,71.04356462424914,36.5128247316955
239,71.13032177787878,22.56002191757733
240,71.21731576631154,7.510770631807304
241,71.30479704631053,7.859191178861465
242,71.39301579389071,12.397751747345708
243,71.48222118281099,21.77220752707811
244,71.57266066283788,29.693769993284775
245,71.66457923961909,34.92678611362405
246,71.75821875800554,44.22506570138318
247,71.85381719065454,12.499285485042847
248,71.95160793373837,12.825804432587688
249,72.051819111567,0.0
250,72.15467289191504,3.373558992895596
251,72.2603848138194,0.0
252,72.36916312958533,25.29708889744567
253,72.48120816270611,10.676973137534262
254,72.59671168336372,22.710158161214338
255,72.71585630313709,0.0
256,72.83881489049742,0.0
257,72.96575000862114,9.791639905108482
258,73.09681337699627,46.999492366750786
259,73.2321453582403,49.865187691658775
260,73.37187447148641,55.65181139922326
261,73.51611693362877,101.20555996915617
262,73.66497622965024,86.21236147171422
263,73.81854271318302,58.439644837091414
264,73.97689323837857,41.094543339066796
265,74.14009082408518,69.47074053424062
266,74.3081843512515,97.14932787502724
267,74.48120829439098,102.26743983783656
268,74.65918248785836,116.53726264265262
269,74.84211192760111,123.28661470090053
270,75.02998660896081,85.6185957109468
271,75.22278140100896,74.69036475287264
272,75.42045595780993,65.59622121271434
273,75.62295466691133,102.89758636927796
274,75.8302066352684,132.7982639132435
275,76.04212571271479,109.63532456956881
276,76.25861055299826,109.00201958228577
277,76.47954471230388,98.13996666376664
278,76.70479678509474,104.5051857365533
279,76.93422057700445,74.35225719465146
280,77.16765531442294,91.68801177014451
281,77.40492589032506,142.32891321988194
282,77.64584314579851,113.7689394674912
283,77.89020418663921,85.50257322322419
284,78.13779273429259,83.32346284069996
285,78.38837951033256,57.86668500171099
286,78.64172265358583,0.6581245803320002
287,78.89756816892624,15.567697806043938
288,79.15565040668383,13.198233402373148
289,79.41569257153634,68.06928556396815
290,79.67740725967585,67.73458667770142
291,79.94049702297276,54.88735059336854
292,80.20465495878987,85.52623117222706
293,80.46956532403581,123.85656067794041
294,80.73490417198539,116.45672290289161
295,81.00034001033683,73.54096110902658
296,81.2655344789232,62.93785576498887
297,81.53014304544469,64.30484964495943
298,81.7938157175444,65.38342924869642
299,82.05619776950836,45.378660682052306
300,82.31693048183418,19.565178317997166
301,82.57565189188105,49.02823331627589
302,82.8319975537854,20.766182637195982
303,83.08560130580426,14.53451981295828
304,83.3360960432299,31.65270946552461
305,83.58311449500579,45.416837243893895
306,83.8262900021654,33.38592326426708
307,84.06525729621086,2.406018478030319
308,84.29965327555031,84.46375911555954
309,84.52911777811741,62.55092750276194
310,84.75329434830773,94.52958936362329
311,84.97183099638139,74.8528835051335
312,85.1843809485015,69.02101562489575
313,85.39060338560262,100.63342410869626
314,85.59016416931205,121.4334510660926
315,85.78273655318138,95.52171257507655
316,85.96800187752268,55.19722212953123
317,86.14565024618712,61.806603241262806
318,86.3153811836699,93.87080021902224
319,86.4769042709762,87.39576259871728
320,86.62993975873749,90.68244657232152
321,86.77421915612622,93.7361270669956
322,86.90948579417868,102.66736620577701
323,87.03549536220184,112.76137252408529
324,87.15201641600882,126.91708305532903
325,87.25883085679901,131.454246620201
326,87.35573437957572,125.68763696191255
327,87.4425368900695,144.82929392645556
328,87.51906288921798,110.68574305365611
329,87.58515182433413,122.82561719993284
330,87.64065840618038,82.4642866674699
331,87.68545289125272,94.99977478724134
332,87.71942132866681,84.1905757972968
333,87.74246577112855,63.18276660670476
334,87.75450444956196,60.78825386074312
335,87.7554719110599,58.45247093630218
336,87.74531911991508,94.85054974312419
337,87.72401352158269,95.52936516984782
338,87.69153906951898,80.50953835381588
339,87.64789621493387,85.56906155653506
340,87.59310185958873,78.97626236506375
341,87.52718927186305,86.8883560969013
342,87.45020796640598,67.01698855612935
343,87.36222354777986,95.57194948994001
344,87.26331751859186,128.02221555074036
345,87.15358705269945,139.90219647988067
346,87.03314473416147,122.87170979129765
347,86.90211826269112,129.85736528463795
348,86.76065012645076,135.89938941233515
349,86.60889724310813,130.00356591439694
350,86.44703057015208,127.1087888481554
351,86.2752346855403,89.8813551457708
352,86.0937073398247,103.22836939855408
353,85.90265898096851,96.78934812165427
354,85.70231225313564,115.36622536842485
355,85.49290147079438,109.81468311486418
356,85.27467206953773,114.42037136689981
357,85.04788003507618,93.48802832623645
358,84.81279131191062,121.64261685154548
359,84.56968119324114,80.73834847942797
360,84.31883369370803,41.449050014360296
361,84.06054090660282,74.1695386200183
362,83.79510234721978,71.99265223254187
363,83.52282428404848,100.14174214020694
364,83.24401905953471,112.30898589218243
365,82.95900440215594,83.64334121650704
