day_of_year,seasonal,price
1,82.59449564172941,124.95890319241269
2,82.29669462069528,96.71874532877845
3,81.99374555181406,126.3248982733827
4,81.68598125225188,125.32405485087023
5,81.37373624140398,105.93284321997287
6,81.05734603891136,93.28220600049859
7,80.73714646685718,93.81237953393415
8,80.4134729578856,93.51595696367595
9,80.08665987096285,68.93475377826414
10,79.75703981647543,103.4855766917751
11,79.42494299232773,125.31628194690381
12,79.09069653266741,142.01688132876856
13,78.75462387082737,134.9885469776794
14,78.41704411802918,59.82960827071149
15,78.07827145934615,45.10925383487465
16,77.73861456837223,75.27293223673156
17,77.39837604198871,61.81725975126719
18,77.05785185656175,51.49019061108652
19,76.71733084684178,0.0
20,76.37709420877127,0.3397927086670194
21,76.03741502733858,0.0
22,75.69855783054528,0.0
23,75.3607781704799,0.0
24,75.02432223241593,24.275779445748945
25,74.68942647277248,42.75298747073663
26,74.35631728669685,37.7967111770718
27,74.02521070594472,52.52347224865905
28,73.69631212765104,30.343435487215444
29,73.36981607449886,76.90099616943141
30,73.04590598670718,73.8343184815794
31,72.72475404617188,116.96516344251154
32,72.40652103300565,111.39763530351189
33,72.09135621463457,138.13901042354647
34,71.77939726752065,102.73918510749718
35,71.47077023149116,114.07090483817635
36,71.16558949656668,82.80374105899801
37,70.86395782209364,31.0902226175615
38,70.5659663878981,30.952973352119493
39,70.27169487709371,46.545066318976886
40,69.98121159009034,56.58587645599759
41,69.6945735892674,66.70170124170058
42,69.4118268736942,0.0
43,69.13300658319949,57.62548506397257
44,68.85813723101492,105.03532194347648
45,68.58723296414193,103.68669374252019
46,68.3202978505182,59.43890876928958
47,68.05732619198982,16.272729684158044
48,67.79830286202822,46.69685367613798
49,67.54320366706604,20.307060007062134
50,67.29199573026538,81.54957154479305
51,67.04463789647461,106.39403492817291
52,66.80108115707442,105.74273058033464
53,66.56126909336488,89.51212518166892
54,66.32513833709739,72.03698011883664
55,66.09261904671312,59.193901146013424
56,65.8636353978112,114.20848597050048
57,65.63810608633379,94.51418328265906
58,65.41594484292716,60.64525517057389
59,65.19706095690945,96.25139578071591
60,64.98135980825568,100.88319955795035
61,64.76874340599244,115.20137591744157
62,64.5591109313825,92.2929623709208
63,64.35235928427043,60.20948976427006
64,64.14838363095707,75.40291313732256
65,63.94707795197159,115.36577521213619
66,63.748335588113825,105.11406013163102
67,63.552049783151155,102.40552831898133
68,63.35811422156618,122.86531008097283
69,63.16642355977198,113.2171238237697
70,62.97687394923276,71.17958580132273
71,62.789363549956576,74.36014153319184
72,62.60379303285686,45.612544156471664
73,62.42006606951562,43.36217984460707
74,62.238089807920815,71.4679893907493
75,62.05777533279319,98.12749003344092
76,61.879038109165656,87.37792128239344
77,61.70179840792916,90.94496737009533
78,61.52598171211263,142.01128105418937
79,61.351519102723216,144.05354882483755
80,61.1783476230334,166.7030954884114
81,61.00641062026561,91.82312376734664
82,60.83565806369184,93.64566350083751
83,60.666046838235076,89.95567759785558
84,60.497541012731425,47.25717363377454
85,60.33011208208582,38.72657270946071
86,60.163739182630735,61.44306228194938
87,59.99840928007509,20.238098725381462
88,59.83411732951057,29.24486846919298
89,59.67086640702361,49.45886894033568
90,59.50866781254374,0.0
91,59.347541143642225,0.0
92,59.18751434007916,0.0
93,59.028623698981654,0.0
94,58.870913860620725,0.0
95,58.71443776483902,0.0
96,58.55925657826717,0.0
97,58.40543959254961,14.133571878408475
98,58.25306409388519,8.296880424145563
99,58.10221520427077,23.17145742364339
100,57.95298569491681,6.0029207589646845
101,57.805475772384966,31.56532221147336
102,57.65979283807651,2.8960518773925656
103,57.51605122177682,29.711358398037003
104,57.37437189003659,3.242205112351904
105,57.23488213024329,5.5760650590625005
106,57.09771521130636,30.179302467284742
107,56.96301002194805,14.797362411550544
108,56.83091068765637,13.779070062230147
109,56.7015661674191,0.0
110,56.57512983141656,10.87370927210334
111,56.451759020906486,54.20350913128094
112,56.33161459158715,107.87836254815585
113,56.21486044177275,136.04673473920099
114,56.101663026760846,150.33796550610123
115,55.99219086081216,184.27847968672052
116,55.886614008200546,154.25961517931748
117,55.785103564824134,165.5028478434705
118,55.687831131897326,156.32141482719936
119,55.594968283268265,127.89123604885472
120,55.506686027926825,64.13554664196772
121,55.42315426928435,63.78078809883303
122,55.34454126281773,15.818034038573622
123,55.27101307367795,16.973376540115773
124,55.20273303586613,56.392496404851116
125,55.13986121457789,38.83448026136623
126,55.08255387331117,38.5871377377936
127,55.03096294732213,0.0
128,54.985235524998046,0.0
129,54.94551333869751,0.0
130,54.91193226658404,4.971241331646404
131,54.88462184695115,58.57015221625341
132,54.86370480650497,15.047113930461833
133,54.84929660403391,31.338828438985722
134,54.84150499085456,52.750218481721824
135,54.840429589378985,52.14516375632341
136,54.84616149109998,13.765477110186147
137,54.85878287523964,9.305305612812404
138,54.87836664925113,0.0
139,54.90497611230479,0.0
140,54.93866464282805,0.0
141,54.97947541110366,0.0
142,55.02744111786272,0.0
143,55.08258375973902,0.0
144,55.14491442237768,0.0
145,55.214433101915965,25.71524520399716
146,55.291128555476874,28.110859381302614
147,55.374978181236685,47.05518515670905
148,55.46594792854653,85.34575516232226
149,55.56399223850574,81.70771495013541
150,55.66905401530115,109.24104032333868
151,55.781064628541415,76.62289944711185
152,55.899943946730424,49.52014594829828
153,56.02560040193744,24.66128028835113
154,56.1579310856352,11.484110011965868
155,56.29682187559155,13.303611981909356
156,56.44214759361232,0.0
157,56.59377219384906,0.0
158,56.75154898129852,0.0
159,56.91532086003719,0.0
160,57.08492061065027,0.0
161,57.26017119623289,0.0
162,57.44088609626046,6.631065108926997
163,57.62686966754667,21.773225215685706
164,57.81791753143044,50.95644963350168
165,58.013816986258846,50.24468995075664
