day_of_year,seasonal,price
1,82.59449564172941,23.40527318539769
2,82.29669462069528,7.631241577915034
3,81.99374555181406,17.352655181217514
4,81.68598125225188,35.58989960039633
5,81.37373624140398,17.65816096968436
6,81.05734603891136,63.01883565646151
7,80.73714646685718,70.72471849241224
8,80.4134729578856,114.56570542589115
9,80.08665987096285,128.44259926023202
10,79.75703981647543,110.47496848703757
11,79.42494299232773,81.51420204783878
12,79.09069653266741,95.19422531671798
13,78.75462387082737,68.18664548606515
14,78.41704411802918,55.21625112049506
15,78.07827145934615,81.18911943552796
16,77.73861456837223,102.62026518256235
17,77.39837604198871,100.8545889937736
18,77.05785185656175,72.94775886201052
19,76.71733084684178,88.38626319374393
20,76.37709420877127,56.79065282906083
21,76.03741502733858,28.619301396273755
22,75.69855783054528,0.0
23,75.3607781704799,6.84211415929326
24,75.02432223241593,0.0
25,74.68942647277248,28.17665058562048
26,74.35631728669685,5.76635191009963
27,74.02521070594472,0.0
28,73.69631212765104,0.0
29,73.36981607449886,0.0
30,73.04590598670718,0.0
31,72.72475404617188,29.12370158208602
32,72.40652103300565,2.9662419489495306
33,72.09135621463457,59.829365942564856
34,71.77939726752065,39.9185557177225
35,71.47077023149116,45.68840596043802
36,71.16558949656668,74.28670866284578
37,70.86395782209364,68.50060613114162
38,70.5659663878981,76.58107788882172
39,70.27169487709371,82.11934328831062
40,69.98121159009034,84.27919347423854
41,69.6945735892674,129.05167603938042
42,69.4118268736942,107.05592583302047
43,69.13300658319949,120.13438856698205
44,68.85813723101492,155.32825302394582
45,68.58723296414193,130.13035070780776
46,68.3202978505182,156.36893007423748
47,68.05732619198982,153.59342613274285
48,67.79830286202822,167.66283352093487
49,67.54320366706604,116.04763397813417
50,67.29199573026538,96.0431276972343
51,67.04463789647461,88.83033712701531
52,66.80108115707442,99.31424142364635
53,66.56126909336488,99.42751301354406
54,66.32513833709739,114.03777057460584
55,66.09261904671312,130.61890369341273
56,65.8636353978112,155.87021228356826
57,65.63810608633379,126.9862002876321
58,65.41594484292716,134.184027158501
59,65.19706095690945,132.1774768749862
60,64.98135980825568,118.50452431280138
61,64.76874340599244,91.69617826926196
62,64.5591109313825,88.588565726537
63,64.35235928427043,79.65853814948284
64,64.14838363095707,68.87010376595967
65,63.94707795197159,15.050283612909077
66,63.748335588113825,3.415866679641695
67,63.552049783151155,38.260208770744256
68,63.35811422156618,7.624329259081463
69,63.16642355977198,3.119540582101614
70,62.97687394923276,13.375603641135804
71,62.789363549956576,36.23401774132231
72,62.60379303285686,38.197039660243945
73,62.42006606951562,37.057071486671155
74,62.238089807920815,24.76499409423542
75,62.05777533279319,71.66490379228154
76,61.879038109165656,125.56170652815388
77,61.70179840792916,127.74456335250088
78,61.52598171211263,94.05239100290228
