day_of_year,seasonal_temp,temperature,seasonal_heat_demand,heat_demand
1,1.5426493006298163,6.708523041993533,336.5307385663141,252.72132418441802
2,1.5087727660205155,6.913599685641593,337.08034017662055,249.39422904658537
3,1.4773407550605664,8.503715468475605,337.59028264972164,223.59672039056696
4,1.448353562430149,4.21501210537682,338.0605612048241,293.17521481658287
5,1.4218109288181833,7.162276821389546,338.49118004890465,245.35977405200754
6,1.3977120406813068,6.9549821938642795,338.8821523806197,248.72285302126235
7,1.3760555301213448,5.231002443222975,339.2335003922934,276.6921260893557
8,1.3568394749099388,4.374707570992154,339.5452552695183,290.58436879076953
9,1.3400613986886274,3.350619741832772,339.817457187909,307.19882851908994
10,1.3257182713719922,2.106461370680054,340.0501553065616,327.3836393962363
11,1.3138065097807146,0.9414060956956064,340.24340775778353,346.28510799721084
12,1.3043219785305857,-1.0153320290085963,340.39728163267046,378.0305753742159
13,1.2972599912025378,-4.373536293480967,340.5118529621237,432.5129624536022
14,1.2926153118176835,-0.2486769094909438,340.5872066929204,365.59261815408934
15,1.2903821566402076,-0.2862989614901381,340.6234366584632,366.20298579057464
16,1.2905541963297034,-2.946892875088077,340.6206455438621,409.367574971536
17,1.2931245584631674,-2.4625253902014688,340.5789448450181,401.50935828131105
18,1.2980858304454226,-0.6186713341536398,340.4984548214054,371.59528442276996
19,1.3054300628252695,3.6039244903651593,340.37930444227186,303.08929667655434
20,1.3151487730330365,5.278809807198941,340.22163132600144,275.9165153449649
21,1.3272329495534345,3.8605818733651716,340.0255816724158,298.9253728094676
22,1.3416730565461135,4.467735003728261,339.7913101878113,289.0751227175184
23,1.3584590389242222,3.762318373590089,339.518980002567,300.51956708977355
24,1.3775803278997072,0.6258938950106121,339.2087625811789,351.403872816804
25,1.3990258470019337,-0.3898997195159646,338.860837624616,367.88376997043974
26,1.4227840185744702,-2.910052209123804,338.4753929649188,408.7698842817341
27,1.4488427707527447,-1.1342090703714427,338.0526244519958,379.95919688509366
28,1.477189544923383,2.3980193405324424,337.5927358326061,322.6535000364514
29,1.507811303663913,6.786745235889535,337.09593862154804,251.45227337320708
30,1.540694539159552,4.193192689701353,336.56245196510804,293.52920574657287
31,1.5758252820917051,0.6918652671698879,335.99250249685656,350.33357525564463
32,1.6131891109907046,4.156336314782897,335.3863241859125,294.1271512932133
33,1.6527711620433614,2.2279871021986386,334.74415817782847,325.4120464187789
34,1.694556139343754,0.8981885906555445,334.06625262828584,346.9862543995033
35,1.738528325573761,2.6372699787132725,333.3528625298171,318.77197739762346
36,1.7846715930977373,0.820724836268557,332.6042495318094,348.24300054082164
37,1.8329694154539034,4.01257641006208,331.8206817540722,296.45946408858333
38,1.8834048792229416,0.981989743560338,331.0024335942853,345.62669241616607
39,1.9359606962525846,-1.0312285605842613,330.1497855296708,378.28847540599406
40,1.990619216215005,-1.158727391033999,329.2630239132667,380.3569739503562
41,2.0473624394721246,-1.4541689693578923,328.3424407652037,385.1501196800177
42,2.1061720302223117,-2.7764525868375847,327.38833355941847,406.60240852331674
43,2.1670293299001635,-1.687391020334613,326.4010050062591,388.9338365286885
44,2.2299153707996706,0.8915473265794225,325.38076283146825,347.09400005509656
45,2.2948108898895048,7.10522525669869,324.3279195520481,246.28535962875634
46,2.361696342787817,5.977080226352639,323.2427922495376,264.5880087187028
47,2.4305519178626414,7.909345702283052,322.12570234125303,233.23957744145417
48,2.5013575504228216,3.3798244655227836,320.9769753500584,306.72502081255493
49,2.5740929369632917,-0.01328836625232599,319.7969406732549,361.77375285680694
50,2.6487375494275667,2.8712779998223867,318.58593135119145,314.9755092313992
51,2.7252706494493797,2.236675782142183,317.3442838362125,325.2710841703233
52,2.8036713025348012,2.1345999124073765,316.0723377625725,326.92712907062673
53,2.88391839214533,5.321439307057243,314.7704357179565,275.22490854282614
54,2.9659906336421273,3.820128914057693,313.43892301725293,299.58166814290314
55,3.0498665880510822,1.334021782636947,312.0781474792351,339.91544190641457
56,3.135524675608143,5.685798730892148,310.6884592068044,269.31366265007085
57,3.222943189044239,5.2318419440485755,309.270210371462,276.6785063076713
58,3.312100306569144,8.121471984093716,307.82375500266164,229.79811132291377
59,3.4029741045136848,6.928087146815471,306.34944878270744,249.1591893035229
60,3.495542569590044,6.861558717664041,304.84764884784636,250.23852437171934
61,3.5897836107302674,6.6572195928342754,303.31871359620436,253.5536542499751
62,3.6856750704636103,1.6533136495728447,301.76300250320446,334.73535704089943
63,3.783194735794041,2.826528108453226,300.18087594509313,315.70151655892494
64,3.8823203485400044,9.106966233413518,298.57269503119164,213.80978097506147
65,3.9830296150994737,6.540972809642785,296.9388214454715,255.43960332864657
66,4.085300215604372,7.015954613792446,295.27961729803565,247.7336567955184
67,4.189109812429646,3.078306237323652,293.59544498707055,311.61675208513634
68,4.294436058023573,0.6884375588194187,291.88666707180914,350.38918525385736
69,4.40125660202727,3.1961247469288767,290.15364615702737,309.705303840806
70,4.509549097653044,6.096138964053766,288.39674478956306,262.6564394269715
71,4.619291207292745,7.812305262584569,286.6163253673281,234.81392920258423
72,4.730460607329147,6.876836512448641,284.81275006125065,249.9906625194848
73,4.8430349921253075,2.200122502879977,282.9863807505525,325.8641123940241
74,4.956992077168715,4.2664962912903475,281.1375789717396,292.3399525381435
75,5.072309601349265,3.949873682368816,279.2667058816453,297.47673225099345
76,5.188965328352256,7.118624213701397,277.37412223483045,246.06797941469236
77,5.3069370471497725,6.030566594140485,275.46018837561166,263.7202637086339
78,5.4262025715763595,10.684168105206345,273.525264244945,188.2217833090379
79,5.546739738977152,8.095604271550696,271.56970940235874,230.21778047244615
80,5.668526407919275,7.280337772059101,269.5938830630826,243.44439252462755
81,5.791540454959809,9.496624108690606,267.5981441504834,207.48810143520387
82,5.915759770466251,8.87141218900755,265.5828513638721,217.6313313081402
83,6.041162253488191,6.281447256743428,263.5483632617045,259.65005942854555
84,6.167725805681472,4.2236230076651236,261.49503836015333,293.0355144068915
85,6.295428324289026,1.545665385963967,259.4232352469849,336.4818066027709
86,6.424247694185312,4.4547384001997825,257.33331271062764,289.28597528287514
87,6.554161778994024,6.094485785589727,255.22562988427504,262.6832600435557
88,6.685148411291714,5.837984597209227,253.1005464048193,266.84464986117746
89,6.817185381912694,4.107409599710447,250.95842258636478,294.920922016841
90,6.950250428373445,3.998179317726146,248.79961960802655,296.69303771772866
91,7.084321222437624,2.959882251395718,246.62449971567153,313.5380233755899
92,7.219375356845522,3.4268390244341966,244.4334264372155,305.96227227337965
93,7.355390331234635,4.062540925800647,242.22676481104287,295.6488564327294
94,7.492343537280734,6.181297255863343,240.00488162707316,261.27485967422297
95,7.630212243091596,4.324141639464576,237.76814567995186,291.40473361600095
96,7.768973576888159,6.86377734972825,235.51692803380186,250.20253002432727
97,7.908604510010466,4.443117411162053,233.25160229792954,289.4745103370698
98,8.049081839288343,5.280411658401922,230.9725449128368,275.89052744476254
99,8.190382168819253,5.82253786695954,228.68013544585122,267.09525246611054
100,8.332481891198048,2.9865643948639145,226.3747568956482,313.1051411700846
101,8.475357168245797,4.922877416566751,224.05679600490024,281.69104385881076
102,8.618983911286962,4.963697398277126,221.7266435802532,281.02879407619736
103,8.763337761026374,6.740175809900916,219.38469481879577,252.20780022415502
104,8.908394067079456,9.627388648324596,217.03134964015408,205.3666211131258
105,9.054127867210992,9.785037789515034,214.6670130233153,202.8089739729749
106,9.200513866339659,9.511592498912037,212.29209534725075,207.24525925951284
107,9.347526415366973,11.198218482613962,209.90701273438836,179.88200126048324
108,9.495139489891008,12.686210662558132,207.512187395954,155.74131191157153
109,9.643326668866584,12.502199543448633,205.10804797818153,158.72664699803326
110,9.792061113274801,10.191854214853269,202.6950299083712,196.20891983391783
111,9.94131554486597,10.052834251657973,200.2735757397572,198.46433339726107
112,10.091062225040995,13.152272498269658,197.84413549412923,148.18007997437303
113,10.241272933936838,11.721925630112553,195.40716700114265,171.3855509914754
114,10.39191894978267,8.520526316758053,192.96313623323772,223.32398678917565
115,10.542971028593504,11.1661060348835,190.5125176350832,180.4029829130369
116,10.694399384268571,11.531467581721806,188.05579444645363,174.47547891056806
117,10.8461736691619,12.183024756778131,185.59345901744584,163.90483239233208
118,10.998262955192361,11.565559478430288,183.12601311494325,173.92238333732016
119,11.150635715560522,9.975232798260524,180.65396821923554,199.7233135214457
120,11.303259807139073,10.099267852852025,178.1778458097106,197.71101012252527
121,11.456102453603183,10.038594488352036,175.6981776385418,198.6953545726436
122,11.609130229366539,7.214520183293496,173.21550599130458,244.5121951552466
123,11.76230904438774,8.666690675641007,170.7303839334723,220.95266493061007
