day_of_year,seasonal_temp,temperature,seasonal_heat_demand,heat_demand
1,1.5426493006298163,5.822534355170602,336.5307385663141,267.0953094402042
2,1.5087727660205155,6.642195515150686,337.08034017662055,253.79739988049786
3,1.4773407550605664,3.935786614520586,337.59028264972164,297.70527614614616
4,1.448353562430149,0.2031967726432249,338.0605612048241,358.26157009323254
5,1.4218109288181833,-3.491370044156194,338.49118004890465,418.2009911502025
6,1.3977120406813068,-1.2677553457289943,338.8821523806197,382.12580716071466
7,1.3760555301213448,-0.8320834251652849,339.2335003922934,375.0576110813731
8,1.3568394749099388,-1.3456258513242925,339.5452552695183,383.3891522981128
9,1.3400613986886274,-0.4613712750592567,339.817457187909,369.0433006742361
10,1.3257182713719922,0.18087723424897706,340.0501553065616,358.62367484757795
11,1.3138065097807146,1.6472992536043365,340.24340775778353,334.83293259717857
12,1.3043219785305857,2.247109609963347,340.39728163267046,325.10180922416055
13,1.2972599912025378,2.4613972456185604,340.5118529621237,321.6252780209795
14,1.2926153118176835,3.0778049249510504,340.5872066929204,311.6248852100391
15,1.2903821566402076,4.263808070987404,340.6234366584632,292.38356532866044
16,1.2905541963297034,6.1684047713303585,340.6206455438621,261.48402304768786
17,1.2931245584631674,5.4347535874976,340.5789448450181,273.3865354117195
18,1.2980858304454226,3.5872820794994777,340.4984548214054,303.35929760541705
19,1.3054300628252695,3.6917067979738833,340.37930444227186,301.6651457657664
20,1.3151487730330365,6.363607322400928,340.22163132600144,258.31712189792074
21,1.3272329495534345,6.641822348809904,340.0255816724158,253.80345400687685
22,1.3416730565461135,2.9305688120921642,339.7913101878113,314.0135948480165
23,1.3584590389242222,2.742821086516522,339.518980002567,317.0595513927991
24,1.3775803278997072,2.299689809434593,339.2087625811789,324.24876558693734
25,1.3990258470019337,5.226843975090557,338.860837624616,276.75959169079175
26,1.4227840185744702,4.253338670313716,338.4753929649188,292.5534173969303
27,1.4488427707527447,5.397930306711553,338.0526244519958,273.9839440501823
28,1.477189544923383,3.820382610231488,337.5927358326061,299.57755226070753
29,1.507811303663913,4.06199513292032,337.09593862154804,295.6577111945692
30,1.540694539159552,3.979254036704411,336.56245196510804,297.00007517138226
31,1.5758252820917051,2.6482471504791545,335.99250249685656,318.5938874203363
32,1.6131891109907046,3.199587930810904,335.3863241859125,309.6491182993892
33,1.6527711620433614,3.557208031004743,334.74415817782847,303.8472089479368
34,1.694556139343754,2.045135729512631,334.06625262828584,328.3785661656774
35,1.738528325573761,1.242372303228557,333.3528625298171,341.40233252399184
36,1.7846715930977373,-0.6961796065855801,332.6042495318094,372.8527528100168
37,1.8329694154539034,0.4166349955148576,331.8206817540722,354.7988194800396
38,1.8834048792229416,0.8407409648660327,331.0024335942853,347.91826553955457
39,1.9359606962525846,3.2357349224855634,330.1497855296708,309.06268155013936
40,1.990619216215005,5.596936627455966,329.2630239132667,270.7553318085904
41,2.0473624394721246,6.63814780535316,328.3424407652037,253.86306857561178
42,2.1061720302223117,3.323791866306372,327.38833355941847,307.6340750329516
43,2.1670293299001635,7.234846735263008,326.4010050062591,244.1824239486204
44,2.2299153707996706,6.0051160795646865,325.38076283146825,264.1331643773507
45,2.2948108898895048,3.3378498218374055,324.3279195520481,307.4060034463332
46,2.361696342787817,3.1379454862417635,323.2427922495376,310.6491847816653
47,2.4305519178626414,5.173111154507573,322.12570234125303,277.63133506889426
48,2.5013575504228216,3.9528524074445714,320.9769753500584,297.4284064078346
49,2.5740929369632917,3.241890737950929,319.7969406732549,308.9628116510622
50,2.6487375494275667,2.678602743558054,318.58593135119145,318.10140839228984
51,2.7252706494493797,3.215487141711489,317.3442838362125,309.39117479913625
52,2.8036713025348012,5.365863333367003,316.0723377625725,274.50418794145037
53,2.88391839214533,1.8086183501327229,314.7704357179565,332.21574532440343
54,2.9659906336421273,2.4881526704391375,313.43892301725293,321.1912069232295
55,3.0498665880510822,2.0445556150284245,312.0781474792351,328.387977749783
56,3.135524675608143,3.9136147482638513,310.6884592068044,298.06498511693496
57,3.222943189044239,5.4993877658954045,309.270210371462,272.3379320366117
58,3.312100306569144,4.194715961648245,307.82375500266164,293.5044926900397
59,3.4029741045136848,-0.4901209951055505,306.34944878270744,369.5097265532564
60,3.495542569590044,-0.814612585005265,304.84764884784636,374.7741699916603
61,3.5897836107302674,0.7857047429010411,303.31871359620436,348.8111548674034
62,3.6856750704636103,1.8879315778759114,301.76300250320446,330.92899394357323
63,3.783194735794041,1.983977137854192,300.18087594509313,329.37078277954345
64,3.8823203485400044,5.078870797846462,298.57269503119164,279.1602592157751
65,3.9830296150994737,2.545796091010361,296.9388214454715,320.25601927387595
66,4.085300215604372,2.9845560762334076,295.27961729803565,313.13772346240194
67,4.189109812429646,2.923112702511449,293.59544498707055,314.13456028558096
68,4.294436058023573,0.34347496047501735,291.88666707180914,355.9857435126098
69,4.40125660202727,-0.36900026488693616,290.15364615702737,367.5447041819489
70,4.509549097653044,2.3840826999112936,288.39674478956306,322.8796034503923
71,4.619291207292745,1.145461021107245,286.6163253673281,342.97458887562345
72,4.730460607329147,-0.7187598358387381,284.81275006125065,373.2190869259987
73,4.8430349921253075,3.3832539946710516,282.9863807505525,306.66938127432525
74,4.956992077168715,1.3890096807938295,281.1375789717396,339.0233365679277
75,5.072309601349265,2.2071185653253327,279.2667058816453,325.75061060790233
76,5.188965328352256,2.1295546799117986,277.37412223483045,327.008981241633
77,5.3069370471497725,-0.6895429775253827,275.46018837561166,372.7450823513776
78,5.4262025715763595,1.5568050191189222,273.525264244945,336.3010809060373
79,5.546739738977152,-2.165157031314763,271.56970940235874,396.6849531057751
80,5.668526407919275,-2.5672078098559172,269.5938830630826,403.2076909790442
81,5.791540454959809,2.1047154641053067,267.5981441504834,327.41196440279293
82,5.915759770466251,-1.2816401522069727,265.5828513638721,382.3510696347871
83,6.041162253488191,0.4220296972378028,263.5483632617045,354.71129763672684
84,6.167725805681472,3.0037115298218096,261.49503836015333,312.826951765717
85,6.295428324289026,3.038562314003615,259.4232352469849,312.2615442549527
86,6.424247694185312,0.9566444729616412,257.33331271062764,346.03788564166416
87,6.554161778994024,4.278612896410552,255.22562988427504,292.1433767737593
88,6.685148411291714,6.756895841881542,253.1005464048193,251.93653999618573
89,6.817185381912694,8.580728974928089,250.95842258636478,222.3472789217216
90,6.950250428373445,10.135500057766421,248.79961960802655,197.1231909020658
91,7.084321222437624,8.552141874638798,246.62449971567153,222.81106651198692
92,7.219375356845522,7.347844061575245,244.4334264372155,242.34919297568368
93,7.355390331234635,1.1667748417020318,242.22676481104287,342.62880055176504
94,7.492343537280734,0.6820672527012777,240.00488162707316,350.4925349778199
95,7.630212243091596,2.117537809658659,237.76814567995186,327.2039389407644
96,7.768973576888159,2.841604524987342,235.51692803380186,315.45692180032984
97,7.908604510010466,1.733252184160988,233.25160229792954,333.4384608901603
98,8.049081839288343,3.676580647394162,230.9725449128368,301.9105473929467
99,8.190382168819253,6.8052017714317135,228.68013544585122,251.15284069003422
100,8.332481891198048,8.108988702176257,226.3747568956482,230.00063592948501
101,8.475357168245797,8.227737187583182,224.05679600490024,228.07410006760304
102,8.618983911286962,5.8839448459685055,221.7266435802532,266.0990060986288
103,8.763337761026374,10.664488805720783,219.38469481879577,188.5410537070201
104,8.908394067079456,11.972308369464232,217.03134964015408,167.3234248523144
105,9.054127867210992,10.913380167242135,214.6670130233153,184.50312318487173
106,9.200513866339659,13.649562784914192,212.29209534725075,140.1122080541272
107,9.347526415366973,12.391157149192521,209.90701273438836,160.52816180464788
108,9.495139489891008,8.477437364467242,207.512187395954,224.02304759449626
109,9.643326668866584,9.586698703866265,205.10804797818153,206.0267612146886
110,9.792061113274801,8.570545466622415,202.6950299083712,222.51249276746813
111,9.94131554486597,2.9206197402772887,200.2735757397572,314.17500527424727
112,10.091062225040995,6.319227921339366,197.84413549412923,259.0371185141382
113,10.241272933936838,7.990327167903907,195.40716700114265,231.92576112513055
114,10.39191894978267,9.846152931079565,192.96313623323772,201.81746227895547
115,10.542971028593504,12.08402164623077,190.5125176350832,165.51102587137945
116,10.694399384268571,11.765017286421426,188.05579444645363,170.68644631706672
117,10.8461736691619,11.462565847246132,185.59345901744584,175.59331769359235
118,10.998262955192361,11.892845606271491,183.12601311494325,168.61260224645505
119,11.150635715560522,16.07146149918038,180.65396821923554,37.08483055480016
120,11.303259807139073,14.414894302947737,178.1778458097106,127.69572450347302
121,11.456102453603183,12.84531638481711,175.6981776385418,153.1600336854774
122,11.609130229366539,12.242380358380755,173.21550599130458,162.94186688840014
123,11.76230904438774,7.927841151088032,170.7303839334723,232.93951344247102
124,11.915604129910921,10.495796568997385,168.2433755417556,191.27786034969037
125,12.068980025203183,12.311205954785851,165.75505611927002,161.82526334406475
126,12.222400565349993,16.233072847056533,163.26601239353934,37.08483055480016
127,12.375828870168391,15.859511066530082,160.77684269636387,37.08483055480016
128,12.529227334295879,15.01817483819882,158.28815712461522,37.08483055480016
129,12.682557618511304,17.73745595086038,155.8005776810433,37.08483055480016
130,12.835780642341852,11.59276101470427,153.3147383942179,173.48107467598837
131,12.988856578008148,10.784354084616753,150.8312854167616,186.59639935967206
132,13.141744845757273,12.72496729067698,148.35087710106512,155.11253729014607
133,13.294404110630948,11.889964957190745,145.87418405171934,168.65933693734846
134,13.44679228071359,14.256774962334053,143.4018891539382,130.26100000240268
135,13.5988665069022,14.710089181640607,140.9346875772921,122.90658114642821
136,13.750583184237303,16.80948500875596,138.4732867541149,37.08483055480016
137,13.901897954831043,12.481929358720528,136.01840633199978,159.05550372131563
138,14.05276571242559,10.542464649686435,133.57077809984503,190.520732957753
139,14.20314060861177,8.328541989482659,131.13114588696493,226.4386765483577
140,14.35297606073445,8.26692839899753,128.70026543483579,227.4382749115886
141,14.502224761508067,10.056863852157827,126.27890424109634,198.39895850135886
142,14.650838690361905,11.369964622878593,123.86784137548614,177.0956491042786
143,14.798769126531415,13.46719257617607,121.46786726745611,143.07092155745244
144,14.945966663908152,9.50674804482077,119.07978346524825,207.32385406858418
145,15.09238122765718,10.039807990466809,37.08483055480016,198.6756671186557
146,15.237962092607127,13.214859859742198,37.08483055480016,147.16468347508948
147,15.382657903414206,14.420104037285277,37.08483055480016,127.6112035093925
148,15.5264166964978,13.446214096766353,37.08483055480016,143.41126941765526
149,15.669185923741232,11.007530722460091,37.08483055480016,182.97565594668401
150,15.810912477947483,14.462122674108324,37.08483055480016,126.92950714560652
151,15.951542720035857,16.806368575121684,37.08483055480016,37.08483055480016
152,16.091022507961497,19.350468439106304,37.08483055480016,37.08483055480016
153,16.229297227335987,16.7205877877328,37.08483055480016,37.08483055480016
154,16.366311823723244,18.3739535594124,37.08483055480016,37.08483055480016
155,16.50201083658113,16.400885209535197,37.08483055480016,37.08483055480016
156,16.63633843481545,16.8872603408016,37.08483055480016,37.08483055480016
157,16.76923845390911,17.941576950184,37.08483055480016,37.08483055480016
158,16.900654434585707,21.36819032187778,37.08483055480016,37.08483055480016
159,17.030529662962923,21.761926189086928,37.08483055480016,37.08483055480016
160,17.15880721214778,23.642691681365122,37.08483055480016,37.08483055480016
161,17.28542998522205,24.13888447832396,37.08483055480016,37.08483055480016
162,17.41034075956301,19.792933424407483,37.08483055480016,37.08483055480016
163,17.533482232441056,24.133072109469747,37.08483055480016,37.08483055480016
164,17.654797067832934,21.601290490426,37.08483055480016,37.08483055480016
165,17.774227944385704,18.916060220880915,37.08483055480016,37.08483055480016
166,17.891717604464166,17.893070408678046,37.08483055480016,37.08483055480016
167,18.00720890421108,18.111571499261935,37.08483055480016,37.08483055480016
168,18.120644864547295,17.42102903088816,37.08483055480016,37.08483055480016
169,18.231968723035887,19.996639086010813,37.08483055480016,37.08483055480016
170,18.341123986532335,20.3149763825652,37.08483055480016,37.08483055480016
171,18.4480544845403,23.524317557563148,37.08483055480016,37.08483055480016
172,18.55270442319048,20.881254433782818,37.08483055480016,37.08483055480016
173,18.655018439758194,22.843112410838742,37.08483055480016,37.08483055480016
174,18.75494165763342,19.562120305986596,37.08483055480016,37.08483055480016
175,18.85241974165548,21.097797478432526,37.08483055480016,37.08483055480016
176,18.94739895372325,16.908310962107556,37.08483055480016,37.08483055480016
177,19.039826208590235,13.806770251622549,37.08483055480016,137.56172649361372
178,19.129649129753325,16.38904930678485,37.08483055480016,37.08483055480016
179,19.2168161053425,14.283236512740563,37.08483055480016,129.83169662523164
180,19.301276343918786,12.798833979096932,37.08483055480016,153.91414874858413
181,19.382979930086755,13.072420500952214,37.08483055480016,149.4755721732654
182,19.461877879827924,17.482088694086997,37.08483055480016,37.08483055480016
183,19.537922195461103,14.242304332368548,37.08483055480016,130.4957666815484
184,19.611065920136063,14.881409518935971,37.08483055480016,120.12713707572526
185,19.681263191767087,13.389198065872002,37.08483055480016,144.3362785059289
186,19.74846929631341,12.205880305938535,37.08483055480016,163.5340315779079
187,19.81264072031461,10.510173910614382,37.08483055480016,191.04460714962843
188,19.873735202589383,9.519680679001093,37.08483055480016,207.11403932061822
